epoch,train_loss,train_acc,val_loss,val_acc,top1,top5,firing_rate_layer_1,firing_rate_layer_2,firing_rate_layer_3,firing_rate_layer_4,firing_rate_layer_5,firing_rate_layer_6,firing_rate_layer_7,firing_rate_layer_8,avg_firing_rate
13,3.0831026739452674,0.2740911713791114,2.6386319143622448,0.36691052335396734,0.36691052335396734,0.6409679234665167,0.021449456747738585,0.02407808651570309,0.02295728991870781,0.030239760527968666,0.035957037820489694,0.03345966268846549,0.03229896281150606,0.14470853154026214,0.04314359857135519
14,3.073165999151844,0.2707732256203116,2.602087084755235,0.39898705683736635,0.39898705683736635,0.6420934158694429,0.021398773262453808,0.025915237324419832,0.023320530056215004,0.03135462484881615,0.03562888930325639,0.03291995344748305,0.03187458836308586,0.1491807271733336,0.043949165472382964
15,3.0030871152602816,0.28721869590305826,2.5383473279230264,0.41699493528418685,0.41699493528418685,0.6606640405177265,0.021978959299925382,0.024878982394675234,0.02406006324523955,0.03229532375952488,0.035200489661906184,0.03244061548729619,0.031480335599452555,0.15264832325881003,0.044372886588353755
16,2.90873903056742,0.3131852279284478,2.4038014565615375,0.45075970737197524,0.45075970737197524,0.694991558806978,0.022253171763113953,0.02687882399372641,0.024132455795413916,0.03217244888534459,0.035315336915598426,0.031852159953776556,0.03117174034762634,0.15636805838854612,0.045018024505393286
17,2.857150173517247,0.3281881130986728,2.3859018735554187,0.4445694991558807,0.4445694991558807,0.6916150815981992,0.022829207222232265,0.02810193243942969,0.024338159180730415,0.032508435027827146,0.034948509632030784,0.031204140499051434,0.03107282887809758,0.159815426240126,0.045602329889940674
18,2.7609936143287737,0.35040392383150604,2.26535708928322,0.4614518851997749,0.4614518851997749,0.7051209904333146,0.023066388264588088,0.02704230002015786,0.024555215162470903,0.03244392347761546,0.03428938502571402,0.030519099065372604,0.03074395453507827,0.16346897315772352,0.04576615483859009
19,2.6868751728273454,0.36872475476053085,2.2026689296479716,0.4772087788407428,0.4772087788407428,0.7124366910523354,0.02436995630958078,0.02770934512617343,0.024188533131287677,0.033018334085915105,0.03419418746149863,0.029855598214246708,0.030270068118741496,0.16675821782241745,0.046295530033732664
20,2.6394855934855848,0.3668493941142527,2.158647053177581,0.4850872256612268,0.4850872256612268,0.7253798536859877,0.025447109127407257,0.02821752273681464,0.02432569387708785,0.033278220065599814,0.03408546778678323,0.02913420123699963,0.030015013142344723,0.16951651213557514,0.046752467513576534
21,2.613218710084275,0.37665897287939987,2.147005099285344,0.494091164884637,0.494091164884637,0.727068092290377,0.026538058675182344,0.028405385928455675,0.02467590216786945,0.033107534845705715,0.03349858678152638,0.028684141378985024,0.029918726284798688,0.17264289159709093,0.04718390345745178
22,2.5693460748269894,0.3884881708020773,2.148768279985462,0.4670793472144063,0.4670793472144063,0.7248171074845244,0.026058933960571018,0.027298392084357928,0.026547634882350308,0.03266497075026567,0.03322501795706305,0.02819016505036034,0.029771469663929517,0.1745762383990752,0.04729160284349663
23,2.5032081867996796,0.4033467974610502,2.0197891973527025,0.494091164884637,0.494091164884637,0.7467642093415869,0.025989596088426884,0.02848994475198505,0.02682633601209074,0.03303202727850403,0.03289775513331025,0.02771553953926155,0.029430696590690624,0.17716579297926294,0.047693461046691504
24,2.450467612366638,0.4148874783612233,2.021232567142879,0.5036578503095104,0.5036578503095104,0.7433877321328081,0.02689291032061657,0.028649598526391457,0.02635544029873658,0.03345791186249144,0.032595102846766234,0.02733720792551929,0.029235705788693618,0.17979468789730121,0.04803982068331455
25,2.394208351496044,0.43176572417772646,1.9873608455496252,0.5143500281373101,0.5143500281373101,0.7552054023635341,0.027117031852399165,0.029343498225091743,0.02667207313676762,0.03284300325862913,0.03242672325343072,0.02671937965770926,0.029040915514629475,0.18184873101145516,0.04825141948876403
26,2.3463942583869484,0.44907674552798615,1.9371004399296414,0.5177265053460889,0.5177265053460889,0.7636465953854812,0.02819124555980905,0.030362603123314624,0.02641154871406966,0.033032366649512465,0.03225517186284886,0.02604596295629578,0.02870636204988904,0.18417108459568649,0.04864704318892825
27,2.3115013676943663,0.4448932487016734,1.892872664192065,0.5357343837929094,0.5357343837929094,0.7642093415869443,0.028264664180601966,0.02969141307079407,0.027573514894111258,0.03356654775540388,0.03196015917856114,0.025738256683194953,0.028686295262311715,0.1862889510576679,0.04897122526033086
28,2.2703592813001237,0.4623485285631852,1.8437181487679482,0.5424873382104671,0.5424873382104671,0.7743387732132808,0.029250434747402864,0.030680485209598145,0.027465318931987948,0.033904888740541816,0.031755076488350686,0.025285594399266795,0.02836381238449592,0.1884768463110236,0.04939780715158347
29,2.2834149616949837,0.45600115406809,1.88295273950549,0.5323579065841305,0.5323579065841305,0.7692740574001126,0.02992922146455091,0.030912558243741013,0.027999813648396498,0.03330243974589772,0.03152156162518622,0.02499040004520498,0.028238973933211824,0.18999281871073417,0.049610973427115415
30,2.2017472959032247,0.47504327755337566,1.822908192672537,0.5509285312324141,0.5509285312324141,0.7743387732132808,0.030438336053098893,0.030776592357139605,0.02825009872421531,0.03367940382171382,0.03113463094702704,0.024299368799505665,0.02818516623031791,0.19164569673541212,0.049801161708553796
31,2.150763035370542,0.48903635314483557,1.770946873694391,0.5498030388294879,0.5498030388294879,0.7788407428249859,0.030588397006384726,0.03161492956685331,0.028543335091304353,0.03315844692145648,0.031221641851718957,0.02370556753261964,0.02799098317190063,0.19316625994482042,0.04999869513588231
32,2.0814188986913558,0.5004327755337565,1.7842141837549852,0.5627462014631401,0.5627462014631401,0.7850309510410804,0.03151929295502499,0.033022551130508025,0.028731360939068543,0.032973564020515635,0.030821689188257468,0.023175735529631328,0.02751788197175039,0.1947149689135624,0.05030963058103985
33,2.0679797400240254,0.5111079053664166,1.743437038433859,0.5740011254924029,0.5740011254924029,0.7974113674732696,0.03230496995805234,0.03362774453527155,0.028653322398369735,0.03354391135454047,0.03057982075806451,0.02306360478944673,0.027414786209576308,0.19623320548696302,0.05067767068628558
34,2.041148585019227,0.5139930755914599,1.7666040340380016,0.5694991558806978,0.5694991558806978,0.7923466516601013,0.033034038635772776,0.032858764236478225,0.029177049959417296,0.033369675316851935,0.030642930866433573,0.022748952271416593,0.027285331861270575,0.1979747702752,0.05088643917785512
35,1.9859380513051528,0.5226485862665897,1.7448217112053135,0.5559932470455824,0.5559932470455824,0.7833427124366911,0.03287584309812401,0.032377016337282793,0.030308798498974752,0.03314861461120055,0.030695140703026678,0.0226118686459098,0.027108258187410417,0.1995721858575479,0.05108721574243461
36,1.9821805019004672,0.5344777841892672,1.706167231810868,0.5734383792909398,0.5734383792909398,0.7985368598761958,0.033992060095075625,0.03468352536476017,0.029392826948402617,0.03353134847391094,0.03043767576486642,0.02197919695918419,0.02715092507034007,0.2006553087304164,0.051477858425869556
37,1.918393527760225,0.5477495672244662,1.6302611484054492,0.5981992121553179,0.5981992121553179,0.8052898142937536,0.03490700700385004,0.0335165440446416,0.02998546079949884,0.033451152267824316,0.03015215786487276,0.021545217820096503,0.027026616695447092,0.202279987237208,0.051608017966679895
38,1.8872781333351356,0.5548182342758222,1.6616281267305661,0.5987619583567811,0.5987619583567811,0.8052898142937536,0.03529883016393769,0.03288395939462385,0.03033844821970182,0.03353458643210148,0.02996432335014836,0.02124586029282062,0.026944317983850184,0.2033751054350271,0.05169817890902639
39,1.8585790966346327,0.5673687247547605,1.6301491009614393,0.5993247045582443,0.5993247045582443,0.8036015756893641,0.03658825293014639,0.03450432894107565,0.030173136617460156,0.03345434688164139,0.029749622102977186,0.020917921860596135,0.026699320805918195,0.20442677597094422,0.052064213263844916
40,1.817788213182073,0.5812175418349682,1.5954200750876704,0.6083286437816545,0.6083286437816545,0.8165447383230163,0.03688710790029004,0.03419972906846394,0.030684617995482572,0.03381507629944677,0.029255123079095967,0.020475475664203123,0.026528809771318284,0.2055036845258381,0.05216870303801734
41,1.7967461318705733,0.579197922677438,1.558489121429856,0.6178953292065279,0.6178953292065279,0.8137310073157006,0.03798268344306676,0.03467811110393569,0.031091819131230252,0.03330021579156917,0.029246503193906516,0.020091449270494745,0.026478983273205647,0.20662485258210375,0.052436827223689066
42,1.7654319419992837,0.5890075014425851,1.5166085127473814,0.622397298818233,0.622397298818233,0.8221722003376477,0.038835519403052465,0.03528468796181161,0.03122139663497479,0.03284215835622787,0.029233421946200225,0.019870640113150304,0.026228441967250358,0.20767246904053485,0.05264859192790031
43,1.726271038649404,0.6103577611079054,1.5581282877066744,0.6083286437816545,0.6083286437816545,0.8199212155317952,0.03970967462580333,0.03576762411842799,0.03124475553940256,0.033288827672783426,0.02889121343428608,0.01949222880022106,0.025949000063622805,0.20865668727035724,0.052875001440613065
44,1.7151411445908067,0.6135314483554529,1.5180596517307074,0.6330894766460327,0.6330894766460327,0.8199212155317952,0.04127050837047018,0.03670297277322557,0.03147300855340093,0.03327752663905979,0.028769089533895995,0.019313351313606432,0.025931670013008525,0.20957729530927782,0.053289427813243154
45,1.6706694874658992,0.6106462781304097,1.46866430544332,0.6285875070343275,0.6285875070343275,0.8356781091727631,0.04156452251145732,0.03665184006460191,0.03220646066032959,0.03319340878925442,0.028572019086572913,0.018944479839757857,0.025885297885865553,0.211097037975451,0.053514383351661324
46,1.645252875665755,0.6149740334679746,1.4653153454325258,0.6319639842431064,0.6319639842431064,0.8300506471581317,0.04126173877434958,0.03600473293232901,0.03221091595296546,0.03338477232064187,0.028499725310864376,0.01878687166833504,0.025734703797545094,0.21173555782467834,0.053452377322713594
47,1.6644291674252063,0.6172821696480092,1.423690946480351,0.6375914462577378,0.6375914462577378,0.8503095104108047,0.04262902469611379,0.03742883589152743,0.03231912240701359,0.033197822719093106,0.028292753092874597,0.01862111984423059,0.025588871522316543,0.21276098633665796,0.05385481706372845
48,1.5783745216800817,0.6464223889209464,1.4100895515421714,0.6437816544738323,0.6437816544738323,0.8339898705683737,0.041901245091114106,0.035632703993055535,0.03265509090303808,0.03296933715147622,0.028167433715875777,0.018114124047569107,0.025526765205580913,0.21345665852403792,0.053552919828968454
49,1.552756878193962,0.6516156953260243,1.3906599905241632,0.646595385481148,0.646595385481148,0.851435002813731,0.04242393951044473,0.03632411185960461,0.032741691667901474,0.03279592642987204,0.028060255460981468,0.017918698782606008,0.02564286063899156,0.21447961226533294,0.05379838707696685
50,1.551450401578945,0.6565204847085978,1.4379058720569038,0.6342149690489589,0.6342149690489589,0.8407428249859313,0.042891223999216375,0.036987333389067775,0.03259556746003141,0.032869555421058724,0.027758585803973987,0.0177999224613949,0.025309567001655816,0.21541480491413906,0.053953320056317255
51,1.516386820783252,0.6631563762261974,1.3922921600062483,0.6488463702870005,0.6488463702870005,0.8396173325830051,0.04421608619310249,0.03826347437442266,0.03287807363337154,0.03264981596788359,0.02756352319591078,0.01759103131908402,0.025081255625021875,0.21592730942644442,0.05427132121690517
52,1.4978321937816228,0.6604154645124062,1.3502143605156998,0.6460326392796849,0.6460326392796849,0.859313449634215,0.04467617639716562,0.038085994663260514,0.033581074565838684,0.032537137075350275,0.027642281608185538,0.017353924445989963,0.025222153035818817,0.2165690735616327,0.054458476919155265
53,1.469917708752202,0.6801788805539527,1.3153073040626508,0.6617895329206528,0.6617895329206528,0.8643781654473832,0.04486085039303625,0.03713924864927417,0.03396311516887868,0.03270545620975108,0.027401346400859804,0.017161836648478177,0.02522560075096774,0.2173550476584071,0.05447656273495662
54,1.4280060192842934,0.6888343912290825,1.3892790510782747,0.6437816544738323,0.6437816544738323,0.8418683173888576,0.04609549524200595,0.03864498444692082,0.033959491345642946,0.032661110618845836,0.02714777136327319,0.01698012647015135,0.025032230726654538,0.21793785538669574,0.0548073832000238
55,1.426274331520723,0.6850836699365263,1.3358292412263395,0.6617895329206528,0.6617895329206528,0.8626899268429938,0.04687360347369904,0.039358737558204154,0.034065493932288325,0.0326120888416982,0.027194081582750076,0.016663489194906466,0.025004884348458645,0.21864629343827557,0.05505233404628507
56,1.3694152634036583,0.7025389497980381,1.3216723555640522,0.6606640405177265,0.6606640405177265,0.8503095104108047,0.046941157374450676,0.03881413023236256,0.034435958646547554,0.03271426946834014,0.027133637301253767,0.016500320341239504,0.024928230796830757,0.21953719501322688,0.05512561239678148
57,1.364775305663288,0.6963358338141951,1.2944869704611366,0.6550365785030952,0.6550365785030952,0.8638154192459201,0.046966727650197625,0.03800987921103723,0.03466550748626998,0.032662164441961364,0.02708727946705924,0.016446497833410893,0.024950313103461096,0.22025284234265272,0.05513015144200627
58,1.342758601099562,0.7111944604731679,1.295631730753611,0.670793472144063,0.670793472144063,0.8531232414181205,0.046803439352043785,0.0375171552983428,0.03514547268645338,0.03253873203565537,0.027064972782471646,0.01622518146839284,0.024728538425452647,0.22041901668337766,0.05505531359152376
59,1.3201312545811565,0.7158107328332372,1.289050357140634,0.662915025323579,0.662915025323579,0.8576252110298256,0.04710491607273612,0.03842771656167231,0.034951433547360224,0.03291157614325683,0.026987065120618492,0.016077437180657135,0.024787855441307537,0.22140696524473724,0.05533187066404324
60,1.283410661910782,0.7273514137334103,1.2586952161645275,0.6792346651660102,0.6792346651660102,0.8610016882386043,0.048185240095706315,0.03943014756986163,0.035171680930678344,0.03248903489559973,0.026810983548039857,0.015750070210375812,0.024634944786041623,0.2218575970766816,0.055541212389123115
61,1.2747472479269166,0.7313906520484709,1.2600041459494107,0.6792346651660102,0.6792346651660102,0.8722566122678672,0.04900301626152396,0.03929364664723971,0.0352983488547074,0.032519275960401155,0.02656982532805348,0.015620919597890116,0.024592194108035387,0.22228640600834243,0.05564795409577421
62,1.2382188393307942,0.7399019042123486,1.2720377431188463,0.6752954417557682,0.6752954417557682,0.8660664040517726,0.050000688999281555,0.040380568145865374,0.03570545817046864,0.032765585472768206,0.02644577222095248,0.015482377408997515,0.02444586503551955,0.22271893844505825,0.05599315673736395
63,1.2430396162514867,0.7331217541834968,1.2481129594614955,0.6820483961733258,0.6820483961733258,0.8683173888576252,0.04985536334057212,0.0396308005326143,0.0357251989460851,0.032351186229955635,0.02637843331980323,0.015386744827164367,0.024491452117138053,0.22326730725016153,0.055885810820436796
64,1.2130581174892263,0.7424985574148875,1.2158074954967328,0.6814856499718627,0.6814856499718627,0.8745075970737197,0.04909142258653184,0.03842622918009964,0.036003273522269764,0.03241168175084231,0.026477864839326435,0.015257195036095711,0.02448301338973645,0.22379186289391534,0.055742817899852186
65,1.2094693068402036,0.7423542989036354,1.2369251430970136,0.6921778277996623,0.6921778277996623,0.8666291502532358,0.048696628913258544,0.03881058341943804,0.0361785016204705,0.032357796226044226,0.02659960611535442,0.015097250586258356,0.024404937540412768,0.2245407854018668,0.055835761227887956
66,1.1681605226853315,0.7619734564339296,1.2325325580355566,0.6803601575689364,0.6803601575689364,0.8761958356781092,0.048995432863028106,0.039085658035170716,0.03635793804432857,0.03211740430530189,0.026500103131089185,0.014989023826268195,0.024502121227139514,0.22494767825175427,0.05593691996051006
67,1.1573436268473167,0.7609636468551645,1.2417562203481793,0.6736072031513787,0.6736072031513787,0.8739448508722566,0.051706114207793356,0.04120558370853952,0.03640015158432654,0.03225016069540563,0.025888370059128266,0.014798302946610355,0.024530538680490047,0.2252900980433118,0.05650866499070069
68,1.1433522220026389,0.7687536064627813,1.275597158368393,0.6736072031513787,0.6736072031513787,0.8570624648283625,0.05172820454360006,0.04016014271270535,0.03681080846392551,0.03256840000774274,0.026168021962433584,0.014758741132057503,0.02437731247105573,0.2257838983340106,0.05654444120344139
69,1.1518686315455102,0.7616849394114252,1.2045107403845263,0.6983680360157569,0.6983680360157569,0.8750703432751828,0.05145273491628324,0.04006945099407549,0.03709371118196394,0.03252612789652218,0.02621816990255606,0.014664181331999699,0.024499391487321324,0.22616022424176874,0.05658549899406133
70,1.1401817977359687,0.7626947489901904,1.1807184245003044,0.7056837366347777,0.7056837366347777,0.8818232976927406,0.05195720752685256,0.040960366263710024,0.0371017844574002,0.032415656000196226,0.025863065951264946,0.014433539138137424,0.02443145125836652,0.22655577540243463,0.05671485574979532
71,1.0979674849680687,0.777264858626659,1.2174606392402285,0.687113111986494,0.687113111986494,0.8784468204839617,0.053244563655029525,0.041903090209778504,0.03746285835659495,0.032271293726504786,0.025953766825914847,0.014262100341856591,0.02441903832332845,0.22697077606596905,0.05706093593812209
72,1.0747216597560367,0.7864974033467974,1.2251449198892232,0.6752954417557682,0.6752954417557682,0.8728193584693303,0.054361036635131706,0.04295304248299267,0.037858495367867326,0.032038569024934335,0.02591677624878218,0.014189322781843624,0.02420815700528207,0.2270468096022946,0.05732152614364106
73,1.0540361393419242,0.7914021927293711,1.1993455251202723,0.6826111423747889,0.6826111423747889,0.8745075970737197,0.0551456436286942,0.04295869694214823,0.037912994034078794,0.03226616459364584,0.02579924136613761,0.01403901408317059,0.02434130823535968,0.2271329707378719,0.05744950420263835
74,1.0571087437929991,0.789671090594345,1.1609951242879701,0.7006190208216094,0.7006190208216094,0.8739448508722566,0.054865475746632954,0.04200361761777321,0.03829046800075556,0.03263574268810873,0.025774244322004678,0.014061295723099282,0.024173631044440952,0.22797315120413683,0.05747220329336902
75,1.039713641763971,0.7908251586843624,1.2023957263628196,0.6854248733821047,0.6854248733821047,0.871131119864941,0.05533818629703714,0.04159751195995999,0.03885196592806855,0.032715509976798465,0.025767790309152327,0.013940896576259442,0.024219548869152167,0.22798575493937007,0.057552145606974775
76,1.0009647279187195,0.79933641084824,1.1564539483343272,0.7073719752391672,0.7073719752391672,0.8840742824985931,0.055517529331291844,0.041641348348341545,0.038869830130104886,0.03259213053072534,0.02578244011194888,0.013930657406679233,0.02423195036983155,0.22859813635653686,0.057645502823182516
77,1.0238940592043129,0.7997691863819966,1.145840292028047,0.7000562746201463,0.7000562746201463,0.887450759707372,0.05578741471504349,0.041208741298168546,0.03945444068320412,0.032518751823050154,0.02578373223715039,0.013773359498900687,0.024229264319503428,0.228583936077634,0.05766745508158186
78,1.0152096654854568,0.800201961915753,1.1446016604506781,0.7180641530669668,0.7180641530669668,0.879572312886888,0.056591551733157476,0.04190189066780204,0.03959031897370538,0.03251894224209973,0.025766341473504525,0.013699053105394349,0.024269843322662174,0.229181149049972,0.05793988632103721
79,1.0045925253677808,0.7991921523369879,1.1652257927179737,0.7051209904333146,0.7051209904333146,0.8823860438942037,0.05655339823955101,0.0409645072366331,0.039421861128966104,0.03233377637206844,0.025850851837539043,0.013583939960196153,0.024310251322426247,0.22913068905425368,0.057768659393954216
80,0.9932557076318866,0.8071263704558569,1.1405460869584383,0.7079347214406303,0.7079347214406303,0.8857625211029826,0.056608718728014935,0.041133115295282435,0.03971430165331049,0.03231525468302786,0.02570063021918745,0.013473772089815757,0.02446267542012904,0.2295812285580178,0.057873712080848225
81,0.942860591507838,0.8241488747836122,1.1517078842917632,0.6978052898142938,0.6978052898142938,0.8936409679234665,0.056043751232749,0.04010135270322043,0.03989790779337675,0.032200053306487356,0.025442370294437112,0.01341847506169776,0.024312872862491664,0.22979327157277818,0.05765125685340478
82,0.9515570274273829,0.8199653779572995,1.1479108455703664,0.7090602138435566,0.7090602138435566,0.8851997749015195,0.05646225776168834,0.03996104385849862,0.04031086607564799,0.03249938402180384,0.02547259842969051,0.013403231909547465,0.024253942737550674,0.22983306075187415,0.0577745481932877
83,0.9556448143383761,0.8162146566647432,1.1382068926927889,0.7107484524479459,0.7107484524479459,0.88351153629713,0.057193511122024344,0.04091725771871934,0.04047564845101641,0.032318454532377985,0.025356264752029373,0.013317347545183133,0.024272794240523757,0.2303048894956266,0.058019520982187614
84,0.9334379061970606,0.8254472013848817,1.1036477475072102,0.7242543612830613,0.7242543612830613,0.8897017445132246,0.05689072487665829,0.040463330357631555,0.04070158112264513,0.032292179102288356,0.025432927476743545,0.013272847452957346,0.024280075537763027,0.23014311345778315,0.0579345974230588
85,0.9417251946604376,0.8224177726485863,1.1153575298063156,0.7163759144625774,0.7163759144625774,0.8891389983117614,0.05706322744707565,0.04059794764600424,0.040974769277775124,0.032420060043012275,0.02547095520994436,0.013171041469381315,0.024228508798517175,0.2302753142707899,0.0580252280203125
86,0.8879561286759075,0.8398730525100981,1.1042009032845097,0.7186268992684299,0.7186268992684299,0.8801350590883511,0.05748917574395461,0.04107699416657323,0.04087784535578593,0.032853560074884366,0.025288974361573666,0.013041209872568684,0.024486350857187773,0.23061187438015535,0.05821574810158545
87,0.8758268229826649,0.8371321407963069,1.1420240184634656,0.7107484524479459,0.7107484524479459,0.879572312886888,0.057998957550089277,0.04124515888403629,0.04104732179330067,0.03266046942248439,0.02541015821261382,0.012977893433756372,0.024306326606790225,0.23076230019567467,0.05830107326234322
88,0.866592803215898,0.8453548759376803,1.1433012130014566,0.702870005627462,0.702870005627462,0.8880135059088351,0.05853991838450549,0.04140135133488984,0.0412788203789141,0.03282804358850365,0.025525708210047043,0.012933084699176008,0.0245094665226552,0.23113486778331524,0.058518907612750824
89,0.8743688727470142,0.8400173110213502,1.1082216910850842,0.7197523916713562,0.7197523916713562,0.8880135059088351,0.05806245060138959,0.0408890418040003,0.041176239682453875,0.03253933303730671,0.02557491204759532,0.012913113482358173,0.024402749993992674,0.23160792751258263,0.058395721020209915
90,0.8624580101708365,0.8482400461627236,1.0854154213461107,0.7281935846933033,0.7281935846933033,0.8919527293190771,0.05816633664035466,0.0410291011161238,0.041675649318738225,0.03265604070382922,0.02525949876072031,0.012893720127311182,0.024673571756437626,0.23182463676967566,0.05852231939914883
91,0.8491020780121167,0.845931909982689,1.1449764087846328,0.702870005627462,0.702870005627462,0.887450759707372,0.058453158770231266,0.04001008224959886,0.0421634528002718,0.032869126003053036,0.02522447066940216,0.012844804751327623,0.02434449790945791,0.23175937303397312,0.058458620773414474
