epoch,train_loss,train_acc,val_loss,val_acc,top1,top5,firing_rate_layer_1,firing_rate_layer_2,firing_rate_layer_3,firing_rate_layer_4,firing_rate_layer_5,firing_rate_layer_6,firing_rate_layer_7,firing_rate_layer_8,firing_rate_layer_9,firing_rate_layer_10,firing_rate_layer_11,firing_rate_layer_12,firing_rate_layer_13,firing_rate_layer_14,firing_rate_layer_15,firing_rate_layer_16,firing_rate_layer_17,avg_firing_rate
11,2.8957894337094685,0.3023960739030023,2.703445593404663,0.3562183455261677,0.3562183455261677,0.6263365222284749,0.16609686862463244,0.11743674727692002,0.20786851422540076,0.12859954132430856,0.20140389267055472,0.08819920287735163,0.20437338028831045,0.07194496856338677,0.19150523591315607,0.05203199145437658,0.2039003473040702,0.040852149875684717,0.2270608209193437,0.006980112010035017,0.07616992380427219,0.012345752935299924,0.09603082766478092,0.12310589869011086
12,2.764596322529861,0.3341512702078522,2.6938845146397306,0.37929093978615647,0.37929093978615647,0.6240855374226224,0.1657861032157108,0.11108532499992983,0.20380484833114454,0.12171335965737529,0.2006109656410655,0.08150790400888727,0.19771413561941562,0.0678989395053907,0.19114224620249076,0.04710297595495465,0.20166057192046064,0.035582545050259304,0.2228152115043552,0.005390611845871494,0.07645917782838316,0.009746238445413521,0.09830738988415945,0.1199016793891334
13,2.63406729422871,0.3604214780600462,2.548984883862627,0.42262239729881823,0.42262239729881823,0.6297129994372538,0.16509299234412178,0.10342408114466181,0.20055309613545735,0.11337353761168735,0.19623794270657943,0.0735285616469109,0.19275910059610998,0.061873267382040804,0.18778507999990185,0.04097094656407148,0.1961527681898798,0.03154284992437255,0.22174227352800033,0.004522020186500987,0.07480015721814387,0.007965948170629046,0.09955341207570036,0.11599282561322176
14,2.540046685424743,0.38308314087759815,2.6380734897715628,0.385481148002251,0.385481148002251,0.6319639842431064,0.1634372415213749,0.09857426182977083,0.19355831475093452,0.10843256829798908,0.18906774126250178,0.06634205193355164,0.18694280339383523,0.05604458556778128,0.18201849181076576,0.036007828986507714,0.1915971764750864,0.02787362416585287,0.2188219359825397,0.003832373783506196,0.07550762044972387,0.006399191494645745,0.09902386369376347,0.11196951031765476
15,2.457308106554573,0.3953521939953811,2.3866269561908973,0.4434440067529544,0.4434440067529544,0.6752954417557682,0.16168374028699153,0.09147969991311257,0.189858674893434,0.1023209723110857,0.18348255420553275,0.060806537496632555,0.17892705610428736,0.050186225847266216,0.17650885571008432,0.03177372636466191,0.1860271054848857,0.024295923518038352,0.2157406743367514,0.0032265603953394394,0.0765543777641209,0.005343810333602729,0.10020201058223334,0.10814226503223888
16,2.352124124765396,0.41397228637413397,2.4422901318212262,0.42431063590320767,0.42431063590320767,0.6769836803601575,0.15926490071176105,0.08536797589269177,0.185780424797672,0.09369475013908297,0.181396647266958,0.057619817010287566,0.17705176583651844,0.04651889187166059,0.1744670010709215,0.027969639657557697,0.18153860377169206,0.021459685577743352,0.21212287332819793,0.002837598077182113,0.0768060460583917,0.004470037701486172,0.09868868773010957,0.10512090273528908
17,2.291174899347935,0.43605658198614317,2.298864901683924,0.4428812605514913,0.4428812605514913,0.7023072594259989,0.1584920222183754,0.07976408629581848,0.18188168076263078,0.08960199673970537,0.17544093537604677,0.052003277526504674,0.17563448566129833,0.042681102971921014,0.1684587230901608,0.025406376630410364,0.17961902662255305,0.019578970985851072,0.20724039187376522,0.002426526299838362,0.07637656727056394,0.003706697485912806,0.09817440252194458,0.10214631001960595
18,2.2212837398327525,0.4444284064665127,2.266621139209567,0.48283624085537424,0.48283624085537424,0.7039954980303883,0.15503475627679936,0.0749813870177872,0.1800161152324457,0.08604789821580909,0.17244493692770768,0.04703273005869196,0.1668467293662586,0.038785384824906274,0.16385169434821467,0.02332389129989449,0.17503776506445876,0.01787323173435255,0.206518738845299,0.002075408409381736,0.07568642451845364,0.0031702598484083166,0.09774238849508353,0.09920410238140898
19,2.1690554986374484,0.4618937644341801,2.2012219301554388,0.47608328643781656,0.47608328643781656,0.7208778840742825,0.15164288641392498,0.06981463892706512,0.17414606598601945,0.08037814929567533,0.1679378009664602,0.045561159287375946,0.16494718157011887,0.03497880957592494,0.15986246328244264,0.021184072823360052,0.1731711994916544,0.016491632571165586,0.20298185896599438,0.0018936543080998569,0.0768473780840293,0.0027827690387594297,0.09760329937112738,0.09660147176230575
20,2.0939612160103427,0.47791570438799075,2.273922267332339,0.4614518851997749,0.4614518851997749,0.7056837366347777,0.14852468775606706,0.06519116204360437,0.1702983864970591,0.07575992858272862,0.16306710966702173,0.0418684082469721,0.1595812891817641,0.0325540165517522,0.1553015204681747,0.018857036020563937,0.16690924414272967,0.015388695289348732,0.19928821300638136,0.0016866100793597343,0.07639626163175736,0.0024411799989897624,0.09611950753749099,0.09348430921775092
21,2.059491679519759,0.48282332563510394,2.2686265824955676,0.4597636465953855,0.4597636465953855,0.691052335396736,0.1473205931433316,0.06216858480168484,0.16638404385796907,0.06856657543401608,0.15835566257608347,0.03727475001894195,0.15712471139842063,0.030329350877082214,0.14950643846358377,0.018035108193583876,0.16494281637257546,0.01463251223509339,0.1974613847403691,0.001580442231276939,0.07644740576031558,0.0022823237276625354,0.09695562340747348,0.0911393133670273
22,1.9704500951268658,0.5138568129330254,2.22051839978171,0.49634214969048956,0.49634214969048956,0.706809229037704,0.14616384122563503,0.057370216106546294,0.16135279940462663,0.06785141747573328,0.15630639470856764,0.03547690621737776,0.1546313156478707,0.0276281536584613,0.1472441695202356,0.016841632360699535,0.16150623496921587,0.013575039129147582,0.19445154781999255,0.0014408804356366737,0.07539940932701376,0.002089483326879041,0.09621475307420753,0.08914965849457922
23,1.9292308611765194,0.5184757505773672,2.1860991423874427,0.49577940348902644,0.49577940348902644,0.7051209904333146,0.14418551050383469,0.05108000766271832,0.15194364986200445,0.06405237976161915,0.1516246914041454,0.032629510726051775,0.15002806806016242,0.02589247495278544,0.14451633058745286,0.015571568368495195,0.15761135232859647,0.01228340675090921,0.18962539453616084,0.0013642137900166122,0.07523818355867232,0.001903198943741019,0.0949344819167565,0.08614614257141899
24,1.8564351467419993,0.5339203233256351,2.3426460988251616,0.469893078221722,0.469893078221722,0.7011817670230726,0.14167272085430982,0.04812780117166453,0.1507409535331288,0.06028375439260194,0.14604475284444873,0.03148911618638313,0.1462239171170641,0.02549599022700869,0.13880026477506788,0.014267633372339706,0.15313124777256756,0.011752674497407056,0.18556960796487737,0.0013219969300017958,0.07457741836021686,0.0017825071839080468,0.0939503277307269,0.08383721675963075
25,1.79049194650617,0.545756351039261,2.257794058240633,0.4631401238041643,0.4631401238041643,0.7051209904333146,0.14002072948148883,0.045127777998474825,0.14696229145444673,0.057211745470419705,0.1445527284994893,0.0304358613902125,0.14510735939288963,0.02324356276413491,0.1360904049051219,0.013317287927386408,0.15153580062690827,0.01118639891175018,0.18430447545544854,0.0013185672102303345,0.07551743869123788,0.0017137286306797771,0.09434851460073185,0.08247027490653244
26,1.806377515093559,0.5444572748267898,2.2231221507750285,0.4805852560495217,0.4805852560495217,0.7180641530669668,0.1370162355488745,0.04382855897662283,0.14410307511516002,0.053992743656553085,0.14228160046983032,0.028252166879588154,0.14113134976091057,0.021516739417766703,0.1320278185263448,0.012534159956307253,0.14892206257787247,0.0107904026426118,0.17923880960749483,0.0012758504933324355,0.07467520790538569,0.0016304489661907334,0.09336770156334184,0.08038734894495224
27,1.7655300491470112,0.5516743648960739,2.3305049243387286,0.47158131682611143,0.47158131682611143,0.6972425436128307,0.13560371574314165,0.04045146854444479,0.1402403134313123,0.05157172400375894,0.1392007988896863,0.026705997072417154,0.13714967771508224,0.02076613985258957,0.12999043037151461,0.011649321632823726,0.1450661336964574,0.010227890453119384,0.17472778364159597,0.0012223044209096622,0.07466825551000135,0.0015290183582525147,0.09295549151541173,0.07845449793250114
28,1.696853399620871,0.56885103926097,2.252363124473914,0.48902644907146875,0.48902644907146875,0.7203151378728193,0.13519527468188056,0.03741317924411818,0.1350124148664803,0.0495159552563196,0.1384115281598322,0.025739315734512495,0.13569885341600438,0.018957464064674814,0.12734912960008637,0.010919177614409345,0.14171682642794206,0.009920195656261222,0.17165502000129088,0.001199536378356232,0.07447771269699624,0.0014907898299995513,0.093163474071985,0.07693152045300877
29,1.4919651840011188,0.6287528868360277,2.040658124205197,0.5295441755768149,0.5295441755768149,0.7411367473269556,0.13277439961488224,0.035509805569703554,0.13421961137618144,0.047937308234729976,0.1377942785723456,0.02443901062011719,0.13531594616243206,0.018794847247244294,0.12606516564029385,0.010371711117097704,0.13847071417446793,0.00964404884426073,0.1691444572361036,0.001205977516612788,0.07566633553340518,0.0015023558167205462,0.09533558549552133,0.07612891522188941
30,1.346580393577971,0.6564665127020786,2.0144068777995527,0.5346088913899831,0.5346088913899831,0.7518289251547552,0.13072484553545374,0.0347062617334826,0.13369451500903595,0.04608765459608759,0.1353799710328551,0.02409963848947109,0.13393753819081972,0.01840732442921606,0.12410208164960487,0.010063652827821927,0.13610531160201145,0.0094729355559952,0.16721564983499454,0.0012399484919405532,0.07733832260658001,0.0015192904417542208,0.09699502265316319,0.07535823321648753
31,1.29210360799045,0.6736431870669746,2.071708857100624,0.5272931907709623,0.5272931907709623,0.7507034327518289,0.13135664260250396,0.03312717536400103,0.13173814927024405,0.04393748064150755,0.132295208744619,0.022998763117296945,0.1318201470649106,0.017540115487986594,0.12238058419063168,0.009878066051965475,0.1347493805282417,0.009337473902209053,0.16624494136064902,0.0012696812070649242,0.07824172272079295,0.0015336933355221793,0.09808329702793869,0.0745019130951815
32,1.2570363331594725,0.6785508083140878,2.0137698122972596,0.5453010692177828,0.5453010692177828,0.7535171637591446,0.12946928166795044,0.03262052294851719,0.13093121616319678,0.04178675980403505,0.12959714856641044,0.021935397838724075,0.12941544368349278,0.017425853685400953,0.12141251377675723,0.009690264559340208,0.13305117727696203,0.008977449789814565,0.16281521939683236,0.0012894930784729706,0.07951329286071078,0.0015365030573702408,0.09924744266203078,0.07357146945976582
33,1.2082961746265652,0.6983256351039261,2.0526406286710315,0.5256049521665729,0.5256049521665729,0.7512661789532921,0.12890151593876983,0.03160849165642398,0.13047026710948728,0.04049998250500909,0.1277887938488489,0.021575954261867477,0.12842413606314823,0.01715056846881735,0.11968960005661543,0.009908665624158135,0.13283125340253454,0.00872957251537805,0.1602877487533394,0.001281748804552802,0.07904018270558322,0.0014882931764098422,0.098599396628895,0.07283977479528461
34,1.1928421099246511,0.6997690531177829,2.010780650891589,0.5391108610016883,0.5391108610016883,0.7467642093415869,0.12864692589332313,0.03084310816622329,0.1293851411753688,0.03928486878844512,0.12654608288030514,0.0213458567652209,0.12743838014273806,0.016209341684977212,0.11813391762218259,0.009652605604851382,0.1305925899812545,0.008587880189391385,0.15845395318393046,0.0012916222934065192,0.07915484110514322,0.0015173944933661102,0.100510096056708,0.07221144741334329
35,1.1386017919137352,0.7035219399538106,1.9835691841427787,0.5469893078221723,0.5469893078221723,0.7613956105796286,0.1284750445135708,0.030481955429603313,0.12896408563372735,0.03741974096188601,0.1248496226606698,0.020622522639132095,0.1260988516095041,0.015461771296358657,0.11642762721269975,0.0092440589817091,0.12903613342635936,0.008421715484268363,0.1560818384981704,0.001257774966886674,0.07956545511881505,0.0015337292901400862,0.10103375226601785,0.07146915764644228
36,1.1201505424932299,0.7126154734411085,1.9903226417276356,0.5453010692177828,0.5453010692177828,0.7462014631401238,0.12710674000882555,0.029256399965834356,0.1274535478394607,0.036216704708406294,0.12236027607972592,0.019842074602499777,0.1257778161147545,0.0144999964483853,0.11516052465329225,0.009052901870902928,0.12779494362315913,0.008427911955734776,0.1544379017270844,0.0013363515919652478,0.08110691991345635,0.0015701688569167568,0.10268105605552934,0.0708283668244667
37,1.1055413369115175,0.7175230946882217,2.1675403624931726,0.5199774901519415,0.5199774901519415,0.7371975239167136,0.12528781298933359,0.028701696395874016,0.1265255879807746,0.03524592717488607,0.12183557302102276,0.019865907033284502,0.12536099598325534,0.014169783537415244,0.11343378702799482,0.009237826555624775,0.12655444002699567,0.008550807909033762,0.15342231794335376,0.0013301928290005381,0.08069786773330863,0.0015266620153668283,0.1013517612150346,0.07018229102185645
38,1.0560363385198297,0.7287817551963048,2.0771475117444793,0.5385481148002251,0.5385481148002251,0.7535171637591446,0.12443999334313403,0.028655881991331622,0.12600237133859216,0.03465493772221707,0.12013618688473753,0.019394852649206398,0.12422927856445304,0.014255467338123539,0.11221846131072644,0.008787017909959815,0.12405602115324177,0.00825389160507027,0.15150442496113392,0.0013089094490840514,0.08129296752228132,0.0014926550854211563,0.10184358881807874,0.06956040633216429
39,1.0476944728068336,0.7322459584295612,2.0835099791076384,0.5306696679797411,0.5306696679797411,0.7557681485649972,0.12261514126569378,0.028563315840973245,0.12495802703945111,0.033787770106874664,0.11975208359203121,0.018683211447178636,0.12138236692582054,0.014416987978178874,0.11187459989525807,0.008648705318056305,0.12309206732388205,0.008069927610200027,0.14909738737961348,0.0013224985407686786,0.08077446422357669,0.0014855220400053879,0.10174546778887167,0.06883938495979025
40,1.0485333665069752,0.7331120092378753,2.0573865634101054,0.5424873382104671,0.5424873382104671,0.7523916713562183,0.12128878659215464,0.02760587670337196,0.12252357450024835,0.03272652713731787,0.11695320414400648,0.018361855649400023,0.1187419720353751,0.013691442204617911,0.11022058223855906,0.008716453464551903,0.12180708830384,0.007934367300450117,0.14648442454721738,0.0013138247084343577,0.08029972295651493,0.0014390186879826693,0.10116065277450387,0.06772172787932627
41,1.01573926571748,0.7346997690531177,2.082373698530176,0.5216657287563309,0.5216657287563309,0.7507034327518289,0.12085368079700685,0.027100026580108977,0.1217468575225479,0.03205976277932352,0.11575108889875736,0.016950112046866587,0.11618049840817508,0.013058866742013515,0.10758793907603999,0.008553599215101921,0.12074004688482176,0.007943727778292253,0.1454053142152984,0.0012984299933773349,0.08089388441765445,0.0014457553556595725,0.10213462829589849,0.06704142464746729
42,0.8668114450129983,0.7863741339491916,1.9267343270170583,0.5638716938660664,0.5638716938660664,0.770962296004502,0.11930533058341887,0.026854262845269566,0.12205331276203021,0.031964323657682564,0.11490622191593564,0.017155667228260257,0.11643936508003325,0.01294895742131376,0.10756574192266352,0.008549647714899876,0.11962293427565997,0.008047079327462734,0.1443591001664085,0.0013138931099025682,0.08125201082777701,0.0014401473122081536,0.1036717837980424,0.06690881058523346
43,0.7717563521770834,0.813366050808314,1.9578687933946004,0.5610579628587508,0.5610579628587508,0.7805289814293753,0.11833663326570361,0.027379389466910518,0.12192278653725813,0.03153217732221232,0.11483703273466257,0.01741166871169518,0.11717369254978222,0.012767098744710284,0.10664049455489233,0.008295544152972342,0.11736195399843423,0.008007745852415591,0.14382813333094807,0.0013344056578888288,0.08251510883199761,0.0014687742035964437,0.10451158370094739,0.06678377785982514
44,0.72895142447212,0.8272228637413395,1.9803764477722983,0.5537422622397299,0.5537422622397299,0.7732132808103546,0.11782988427699301,0.028026114606309202,0.12183022290810772,0.030951854113874775,0.11435323726171731,0.017416977937194125,0.116739159507313,0.012597531724250181,0.10609062677142267,0.008145719067803743,0.11644850807628412,0.007790180951699447,0.14124918181320717,0.0013582663700498388,0.08404831108005567,0.0014517703001526582,0.10530546604901891,0.06656664781267374
45,0.7405704053389833,0.8204387990762124,1.9766661808873014,0.5554305008441193,0.5554305008441193,0.7737760270118177,0.11883001108279174,0.0279992556297916,0.12205719520305762,0.030907436568161542,0.11529213116086763,0.01704652303936838,0.11715808846484659,0.012801379718999752,0.10725618735127064,0.008208941755623655,0.11686479283475329,0.007802352028331536,0.14122443188195938,0.0014044794543036103,0.08412915372300424,0.00149713099687949,0.10605658871003949,0.0668550635061206
46,0.7175362997496927,0.8329965357967667,1.9381640680727337,0.5740011254924029,0.5740011254924029,0.7794034890264491,0.11761087867035266,0.02759596462907462,0.12051656876487297,0.03084877891102056,0.11479602451982167,0.01692652230975272,0.11563085095635775,0.012374311425220006,0.10599300713374699,0.008116997466690234,0.11519459077681617,0.0078068866948971805,0.14037087626840883,0.00139172082659842,0.08397077889278018,0.0014910485278600931,0.10586109819083375,0.06626452382147675
47,0.6650418146033761,0.8383371824480369,2.0353508037494104,0.5565559932470456,0.5565559932470456,0.7715250422059651,0.11689431300108463,0.027369902161346084,0.11968099944892968,0.03070363757254065,0.11288645064693756,0.01655359290112024,0.11514554538946042,0.012531442313358699,0.1052852810388324,0.008110581759748785,0.1144107901912996,0.007850464130270069,0.13896562291287828,0.0013875185210129308,0.08403022415336521,0.001487635469984734,0.10695291628782776,0.06589687752352928
48,0.6949127471853074,0.8308314087759815,2.0623554976598566,0.5424873382104671,0.5424873382104671,0.7613956105796286,0.115427946441475,0.027040670438744557,0.11953744515605357,0.030733304517022494,0.11270951095668749,0.01673732691797717,0.11604236997407061,0.012499111877090636,0.10438470095053488,0.008022862138419311,0.11305537651325087,0.007908330018492954,0.1370200413671033,0.0013702147034392966,0.08359211099558861,0.0014607080919989224,0.10679556835656877,0.0655492705537952
49,0.6914668729051294,0.8342956120092379,2.0347321399115863,0.5531795160382668,0.5531795160382668,0.770962296004502,0.11583304843683351,0.026623343215591604,0.11984456851564598,0.03062831451152933,0.1127520575468568,0.01616864171521417,0.11402128351145784,0.012449132327375743,0.10449715712974808,0.008107267357837194,0.11253825439803894,0.00770696968867861,0.1358722029061153,0.0013776476629849142,0.08403608300220004,0.001463696709994612,0.10743707591089707,0.06537392614982351
50,0.6287976704606696,0.8516166281755196,2.0080271529131926,0.5537422622397299,0.5537422622397299,0.7692740574001126,0.11462855371935618,0.026455950682190643,0.11955474502738865,0.030115191909088478,0.11187724047693715,0.01557140613424367,0.112695501261744,0.011977286941703707,0.10337278103006299,0.007953099656379086,0.11199979672486751,0.007621830468890308,0.13481164515703567,0.0013688405354817714,0.08455528346971533,0.001471674250460219,0.10795001238241961,0.064940049401645
